pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
5642	Alguém está mexendo uma panela de pimenta com uma colher	Um pote de pimenta está sendo agitado por alguém com uma colher	5	ENTAILMENT
5643	Ninguém está mexendo uma panela de pimenta com uma colher	Alguém está mexendo uma panela de pimenta com uma colher	3.7	CONTRADICTION
5645	Alguém não está mexendo pimenta em uma chaleira	Alguém está mexendo chili em uma chaleira	3.5	CONTRADICTION
5646	Alguém está mexendo uma panela de pimenta com uma colher	Alguém está mexendo pimenta em uma panela	4.5	ENTAILMENT
5647	Alguém está mexendo uma panela de pimenta com uma colher	Alguém não está mexendo pimenta em uma chaleira	3.7	NEUTRAL
5651	Uma pessoa está comendo em um restaurante	Uma pessoa está comendo em uma mesa	4	NEUTRAL
5653	Um homem está fazendo uma cama	Uma pessoa está fazendo uma cama	4.7	ENTAILMENT
5656	Uma pessoa não está fazendo uma cama	Uma pessoa está comendo em uma mesa	1.7	NEUTRAL
5659	Uma pessoa está fazendo uma cama	Uma pessoa está comendo em uma mesa	1.4	NEUTRAL
5663	O gato está lambendo uma garrafa	O cachorro está lambendo uma garrafa	3.9	NEUTRAL
5664	Um gato está brincando com uma pequena garrafa	Uma garrafa está sendo lambida pelo gato	3.5	NEUTRAL
5668	O gato está lambendo uma garrafa	Um gato está brincando com uma pequena garrafa	3.6	NEUTRAL
5671	Um cachorro pequeno está deitado na cama	Um pequeno animal está deitado na cama	4.5	ENTAILMENT
5676	Um cachorro pequeno está deitado na cama	Um pequeno gato está deitado em uma cama	2.9	NEUTRAL
5677	Um cachorro pequeno está deitado em uma cama	Um cachorro pequeno está deitado na cama	5	ENTAILMENT
5678	Uma mulher está cortando manteiga	Uma mulher está cortando manteiga	4.7	ENTAILMENT
5679	Uma mulher está cortando manteiga	Um homem está cortando manteiga	3.465	NEUTRAL
5680	Tofu está sendo cortado por uma mulher	Uma mulher está cortando tofu	5	ENTAILMENT
5683	Uma mulher está cortando manteiga	Não há mulher cortando tofu	2.8	NEUTRAL
5687	O homem está tocando o violão	O homem está tocando o instrumento	4.3	ENTAILMENT
5691	A pessoa está brincando com um crânio	O homem está tocando o violão	1.2	NEUTRAL
5693	O homem está brincando com um crânio	O homem está tocando o instrumento	2.2	NEUTRAL
5694	O homem não está tocando o violão	O homem está brincando com um crânio	1.4	NEUTRAL
5695	O homem está tocando o violão	O homem está brincando com um crânio	1.9	NEUTRAL
5696	Um pouco de queijo está sendo colocado em uma pizza por um homem	Um homem está colocando um pouco de queijo em uma pizza	5	ENTAILMENT
5697	Não há homem colocando um pouco de queijo em uma pizza	Um homem está colocando um pouco de queijo em uma pizza	4	CONTRADICTION
5701	Não há homem que aspergam queijo na pizza	Um homem está colocando um pouco de queijo em uma pizza	3.8	CONTRADICTION
5710	Um homem está disparando uma espingarda	Não há homem atirando em uma espingarda	3.7	CONTRADICTION
5712	Um homem está recarregando uma espingarda	Um homem está atirando em uma espingarda	4.1	NEUTRAL
5717	Um homem está dançando no chão	Um homem está dançando no teto	3.6	NEUTRAL
5718	Um cantor famoso está dançando no teto	Uma pessoa está dançando no teto	4.5	ENTAILMENT
5722	Um cantor famoso está dançando no teto	Um homem está dançando no teto	4.1	NEUTRAL
5725	O feno está sendo comido por uma vaca	Uma vaca está comendo feno	5	ENTAILMENT
5728	Uma vaca está comendo grama	Uma vaca não está comendo feno	3.65	ENTAILMENT
5732	Um homem está almoçando	Um homem está comendo	4.5	ENTAILMENT
5733	Um homem está vomitando	Um homem está comendo	2.3	NEUTRAL
5736	Um homem está comendo	Uma mulher está dançando graciosamente	1	NEUTRAL
5737	Um homem está comendo	Uma mulher está dormindo	1.1	NEUTRAL
5739	Uma mulher está dançando	Um homem está vomitando	1.2	NEUTRAL
5740	Um homem está comendo	Uma mulher está dançando	1.1	NEUTRAL
5741	Um bebê está brincando com uma boneca	Um bebê está brincando com um brinquedo	4.7	ENTAILMENT
5742	Um bebê não está brincando com uma boneca	Um bebê está brincando com uma boneca	3.85	CONTRADICTION
5744	Um bebê tigre está brincando com uma bola	Não há tigre de bebê brincando com uma bola	3.5	CONTRADICTION
5749	Um bebê tigre está brincando com uma bola	Um bebê está brincando com uma boneca	2.1	NEUTRAL
5750	O homem está jogando um jogo em um gramado	O homem está jogando um jogo na grama	4.2	ENTAILMENT
5751	O homem está jogando um jogo na grama	Não há homem jogando um jogo na grama	3.6	CONTRADICTION
5752	O rinoceronte está pastando na grama	O animal está pastando na grama	4.4	ENTAILMENT
5753	O rinoceronte está pastando na grama	Não há rinoceronte na grade	2.8	CONTRADICTION
5755	O homem está jogando um jogo na grama	Não há rinoceronte na grade	1.7	NEUTRAL
5756	O homem está jogando um jogo em um gramado	O rinoceronte está pastando na grama	1	NEUTRAL
5758	O homem está jogando um jogo na grama	O rinoceronte está pastando na grama	1.9	NEUTRAL
5761	Uma mulher está conversando com um homem	Um homem está falando com uma mulher	4.5	ENTAILMENT
5762	Uma mulher está quebrando ovos	Uma mulher está quebrando ovos	4.8	ENTAILMENT
5764	Um homem está falando com uma mulher	Uma mulher está quebrando ovos	1.1	NEUTRAL
5765	Um homem está quebrando ovos	Um homem está falando com uma mulher	1.8	NEUTRAL
5768	Uma mulher está conversando com um homem	Uma mulher está quebrando ovos	1.6	NEUTRAL
5770	Uma bicicleta está sendo montada por um homem	Um homem está andando de bicicleta	4.8	ENTAILMENT
5772	Um homem está andando de bicicleta elétrica	Uma pessoa está andando de bicicleta elétrica	4.5	ENTAILMENT
5773	Um homem está andando de bicicleta elétrica	Não há homem montando uma bicicleta elétrica	3.5	CONTRADICTION
5776	Um homem está andando de bicicleta elétrica	Uma bicicleta está sendo montada por um homem	4.6	ENTAILMENT
5777	Um homem está andando de bicicleta elétrica	Um homem não está andando de bicicleta	2.6	CONTRADICTION
5779	Um gato está pulando em um recipiente	Um gato está pulando em uma caixa	4.4	ENTAILMENT
5781	Um menino está conversando com uma folha	Um jovem está conversando com uma folha	4.4	ENTAILMENT
5787	Um gato está pulando em uma caixa	Um jovem está conversando com uma folha	1	NEUTRAL
5788	Um peixe está sendo cortado por um homem	Um homem está cortando um peixe	4.9	ENTAILMENT
5791	Um homem está cortando um peixe	Uma mulher está cortando um peixe	3.6	NEUTRAL
5792	Um homem está cortando um peixe	Um peixe está sendo cortado por um homem	4.8	ENTAILMENT
5794	Um homem está cortando um peixe	Um peixe está sendo cortado por um homem	4.4	ENTAILMENT
5797	Uma pessoa está fritando um pouco de comida	Uma pessoa está cozinhando um pouco de comida	4.3	ENTAILMENT
5801	Uma batata está sendo descascada por uma pessoa	Uma pessoa está fritando um pouco de comida	2.3	NEUTRAL
5810	Um homem está remar um barco	Um homem está atirando com uma arma	1.1	NEUTRAL
5811	Um homem está atirando com um arco	Um homem está remar um barco	1.6	NEUTRAL
5812	Um homem está atirando com uma arma	Um homem está remar uma canoa	1.8	NEUTRAL
5813	Um homem está atirando com uma arma	Uma mulher está remar um barco	1	NEUTRAL
5815	Uma mulher está cortando um tomate	Uma mulher está cortando um tomate	4.8	ENTAILMENT
5816	Um homem está cortando um tomate	Uma mulher está cortando um tomate	3.5	NEUTRAL
5819	Uma mulher está cortando um tomate	Uma mulher está dançando perto de uma lareira	1.4	NEUTRAL
5820	Não há mulher dançando perto de um incêndio	Uma mulher está cortando um tomate	1.3	NEUTRAL
5821	Uma mulher está cortando um tomate	Uma mulher está dançando perto de um incêndio	1.1	NEUTRAL
5822	Um homem está cortando um tomate	Uma mulher está dançando perto de um incêndio	1.1	NEUTRAL
5823	Uma mulher está cortando um tomate	Uma mulher está dançando perto de um incêndio	1.5	NEUTRAL
5824	Uma guitarra está sendo tocada por uma garota	Uma garota está tocando um violão	4.8	ENTAILMENT
5825	Uma garota está tocando um violão	Um menino está tocando um violão	4	NEUTRAL
5828	Um violão está sendo tocado por um homem	Uma garota está tocando um violão	3.4	NEUTRAL
5829	Uma garota está tocando um violão	Um homem não está tocando um violão	3.1	NEUTRAL
5834	Um homem está mergulhando em um penhasco	Não há homem mergulhando em um penhasco	4	CONTRADICTION
5835	Um homem está montando uma motocicleta	Uma motocicleta está sendo montada por um homem	5	ENTAILMENT
5839	Um homem está montando uma motocicleta	Um homem está mergulhando em uma pedra	1.4	NEUTRAL
5841	Um homem está mergulhando em um penhasco	Um homem está montando uma motocicleta	1.7	NEUTRAL
5842	O homem está tocando o violão	O homem está tocando o instrumento	4.4	ENTAILMENT
5845	Não há homem tocando o violão	O homem está tocando o violão	4.2	CONTRADICTION
5846	O homem está tocando o violão	A pessoa está tocando o violão	4.5	ENTAILMENT
5847	O homem está tocando o violão	Não há homem tocando o violão	3.1	CONTRADICTION
5848	O homem está tocando o violão	O homem está tocando o instrumento	4.4	ENTAILMENT
5851	Uma mulher está fervendo macarrão na água	Macarrão está sendo fervido em água por uma mulher	4.8	ENTAILMENT
5852	Uma mulher está fervendo macarrão na água	Um homem está fervendo macarrão na água	4	NEUTRAL
5853	Alguém está mexendo macarrão na água	Alguém está mexendo comida na água	4.5	ENTAILMENT
5855	Uma mulher está fervendo macarrão na água	Alguém está mexendo comida na água	3.6	ENTAILMENT
5857	Alguém está mexendo macarrão na água	Macarrão está sendo fervido em água por uma mulher	4	NEUTRAL
5859	Uma mulher está fervendo macarrão na água	Alguém está mexendo macarrão na água	4.2	NEUTRAL
5860	As mulheres estão cantando e dançando	As pessoas estão cantando e dançando	4.5	ENTAILMENT
5861	As mulheres não estão cantando e dançando	As mulheres estão cantando e dançando	3.9	CONTRADICTION
5864	Duas mulheres estão dançando e cantando na frente de muitas pessoas	As mulheres estão cantando e dançando	4.5	ENTAILMENT
5865	Dois homens estão dançando e cantando na frente de uma multidão	As mulheres estão cantando e dançando	3.1	NEUTRAL
5867	As mulheres não estão cantando e dançando	Duas mulheres estão dançando e cantando na frente de uma multidão	3.6	NEUTRAL
5874	Um lêmur está mordendo o dedo de uma pessoa	Um animal está mordendo o dedo de alguém	4.4	ENTAILMENT
5875	Um animal está mordendo o dedo de uma pessoa	Um animal está mordendo o dedo de alguém	5	ENTAILMENT
5876	Um lêmur está lambendo o dedo de uma pessoa	Um animal está mordendo o dedo de alguém	3.3	NEUTRAL
5879	Um homem está andando de skate em meio tubo	Uma garota está andando de skate em meio tubo	3.835	NEUTRAL
5882	Um skatista está fazendo acrobacias em meio tubo	Um homem está andando de skate em meio tubo	3.9	ENTAILMENT
5883	Um homem está andando de skate em meio tubo	Um skatista está caindo de meio tubo	3.6	NEUTRAL
5885	Uma garota está andando de skate em meio tubo	Um skatista está fazendo truques em meio tubo	4	NEUTRAL
5886	Um skatista está fazendo truques em meio tubo	Um homem está andando de skate em meio tubo	4.4	ENTAILMENT
5887	Um cachorro grande está correndo no chão	Um cachorro está correndo no chão	4.2	ENTAILMENT
5890	Uma garota está batendo nas unhas	Um menino está batendo nas unhas	3.685	NEUTRAL
5894	Um cachorro está sentado no chão	Uma garota está batendo nas unhas	1	NEUTRAL
5895	Um cachorro está correndo no chão	Uma garota está batendo nas unhas	1	NEUTRAL
5898	Um homem e uma mulher estão dirigindo pela rua em um jipe	Duas pessoas estão dirigindo pela rua em um jipe	4.5	ENTAILMENT
5899	Um homem e uma mulher estão dirigindo pela rua em um jipe	Um homem e uma mulher não estão dirigindo pela rua em um jipe	4.4	CONTRADICTION
5900	Um homem e uma mulher estão dirigindo pela estrada em um veículo ao ar livre	Duas pessoas estão dirigindo pela rua em um jipe	4.1	NEUTRAL
5901	Um homem e uma mulher não estão dirigindo pela rua em um jipe	Um homem e uma mulher estão dirigindo pela estrada em um veículo ao ar livre	4.4	NEUTRAL
5902	Um homem e uma mulher estão dirigindo pela rua em um jipe	Um homem e uma mulher estão dirigindo pela estrada em um carro	4.3	ENTAILMENT
5905	Ingredientes estão sendo derramados em uma tigela por uma mulher	Uma mulher está derramando ingredientes em uma tigela	4.815	ENTAILMENT
5906	Não há mulher derramando ingredientes em uma tigela	Uma mulher está derramando ingredientes em uma tigela	4	CONTRADICTION
5907	O chef está temperando o óleo	A mulher está temperando o óleo	4.1	NEUTRAL
5911	Ingredientes estão sendo derramados em uma tigela por uma mulher	A mulher está temperando o óleo	3.3	NEUTRAL
5918	Uma pessoa está montando um cavalo	As batatas estão sendo cortadas por uma mulher	1	NEUTRAL
5919	Uma pessoa está montando um cavalo	Não há mulheres cortando batatas	1	NEUTRAL
5922	Uma mulher está cortando batatas	Uma pessoa está montando um cavalo	1	NEUTRAL
5923	O homem está treinando	O homem está fazendo exercícios	3.9	NEUTRAL
5928	Dois homens estão se abraçando	O homem está fazendo exercícios	1.4	NEUTRAL
5931	Dois homens estão lutando	O homem está fazendo exercícios	2	NEUTRAL
5936	Um homem está colocando vegetais em uma panela	Alguém está adicionando ingredientes a uma panela	4.3	ENTAILMENT
5937	Ninguém está derramando ingredientes em uma panela	Um homem está colocando vegetais em uma panela	3.6	CONTRADICTION
5941	O homem está de pé em uma montanha rochosa e as nuvens cinzentas estão em segundo plano	O homem está de pé em uma montanha, que é rochosa, e nuvens cinzentas estão em segundo plano	4.7	ENTAILMENT
5943	Uma pessoa com uma mochila, que está de topless, está na frente de uma pilha de pedras e nuvens está em segundo plano	Uma pessoa de topless com uma mochila está na frente de uma pilha de pedras e nuvens está em segundo plano	5	ENTAILMENT
5944	Uma pessoa de topless com uma mochila está na frente de uma pilha de pedras e nuvens está em segundo plano	Uma pessoa totalmente vestida está por trás de uma pilha de pedras e um céu claro está em segundo plano	2.7	NEUTRAL
5947	O homem está de pé em uma montanha rochosa e as nuvens cinzentas estão em segundo plano	Uma pessoa totalmente vestida está por trás de uma pilha de pedras e um céu claro está em segundo plano	3	NEUTRAL
5948	O homem está de pé em uma montanha rochosa e as nuvens cinzentas estão em segundo plano	Uma pessoa de topless preta está embalando uma pilha de pedras e uma frente de nuvens está em segundo plano	2.9	NEUTRAL
5952	O cachorro está pegando uma bola	Um cachorro está pegando uma bola	5	ENTAILMENT
5956	Um cachorro está pegando uma bola	Um cachorro está furiosamente perseguindo uma bola pela sujeira	4.1	NEUTRAL
5960	Um cachorro está perseguindo uma bola pela sujeira	Um cachorro está pegando uma bola	3.4	ENTAILMENT
5964	Uma criança, que tem cabelos loiros, está segurando uma garrafa amarela	Uma criança loira está segurando uma garrafa amarela	4.9	ENTAILMENT
5965	Uma criança loira está segurando uma garrafa amarela	Não há criança loira segurando uma garrafa amarela	3.7	CONTRADICTION
5966	Uma criança, que tem cabelos loiros, está segurando uma garrafa amarela	Um menino de camisa azul tem sujeira no rosto	1.5	NEUTRAL
5968	Um menino de camisa tingida azul tem sujeira no rosto	Uma criança loira está segurando uma garrafa amarela	1.1	NEUTRAL
5970	Uma criança loira está segurando uma garrafa amarela	Um menino tem um rosto azul e sujeira na camisa	1.8	NEUTRAL
5975	O homem de chapéu adequado para Cowboys está andando por um mercado e está colocando a mão no bolso	O homem de chapéu de cowboy está andando por um mercado e está colocando a mão no bolso	4.8	ENTAILMENT
5976	O homem de chapéu de cowboy está andando por um mercado e está colocando a mão no bolso	O homem de chapéu de cowboy não está andando por um mercado e não está colocando a mão no bolso	3.6	CONTRADICTION
5977	O homem de chapéu adequado para Cowboys está andando por um mercado e está colocando a mão no bolso	Um homem de chapéu está andando por uma loja	3.9	ENTAILMENT
5978	Um homem de chapéu está andando por uma loja	O homem de chapéu de cowboy não está andando por um mercado e não está colocando a mão no bolso	2.5	NEUTRAL
5979	Um homem de chapéu está andando por uma loja	O homem de chapéu de cowboy está andando por um mercado e está colocando a mão no bolso	3.1	NEUTRAL
5982	Um homem de chapéu está andando por uma loja	O homem de chapéu de cowboy está andando por um mercado e está colocando a mão no bolso	4.1	NEUTRAL
5983	Um grande guindaste branco está voando perto da água	Um guindaste, que é grande e branco, está voando perto da água	4.9	ENTAILMENT
5986	Um pássaro branco está decolando rapidamente da água	Um pássaro branco está pousando rapidamente na água	3.6	NEUTRAL
5987	A terra perto de um pássaro branco está sendo regada rapidamente	Um pássaro branco está pousando rapidamente na água	2.9	NEUTRAL
5988	O pássaro branco está pousando rapidamente na água	Um grande guindaste branco está voando perto da água	3.5	NEUTRAL
5989	Um grande guindaste branco está voando perto da água	Um pássaro branco está decolando rapidamente da água	4.1	NEUTRAL
5990	A terra perto de um pássaro branco está sendo regada rapidamente	Um grande guindaste branco está voando perto da água	2.2	NEUTRAL
5991	Um pássaro branco está pousando rapidamente na água	Um guindaste, que é grande e branco, está voando perto da água	4.2	NEUTRAL
5992	Um grande guindaste branco está voando muito acima da água	Um pássaro branco está pousando rapidamente na água	2.9	NEUTRAL
5996	Um cachorro com pêlo dourado está na água	Um cachorro com um casaco de ouro está na água	4.9	ENTAILMENT
6000	Um cachorro com pêlo dourado está na água	Um cachorro marrom está calmamente de pé na água	3.915	NEUTRAL
6006	A garota está carregando uma placa e um grupo de pessoas a está seguindo	A garota está carregando uma placa e está sendo seguida por um grupo de pessoas	4.9	ENTAILMENT
6007	A garota está carregando uma placa e um grupo de pessoas a está seguindo	A garota não está carregando um sinal e nenhum grupo de pessoas a está seguindo	3.7	CONTRADICTION
6014	Um homem em uma cidade grande está segurando uma placa e implorando por dinheiro	Um homem em uma cidade grande está segurando uma placa e implorando por dinheiro	5	ENTAILMENT
6015	Um homem em uma cidade grande está segurando uma placa e implorando por dinheiro	Um homem em uma pequena cidade está fazendo um trabalho de caridade	2.8	NEUTRAL
6017	Um homem sem -teto está segurando uma placa e está implorando por dinheiro	Um sem -teto está segurando uma placa e está lamentavelmente implorando por dinheiro	4.9	ENTAILMENT
6020	Um homem em uma cidade grande está segurando uma placa e implorando por dinheiro	Um sem -teto está colocando uma placa e recusando alguma instituição de caridade	3	NEUTRAL
6022	Um homem sem -teto está segurando uma placa e está implorando por dinheiro	Um homem em uma pequena cidade está fazendo um trabalho de caridade	2.4	NEUTRAL
6027	Um cachorro está perseguindo a cauda de um animal na grama	A cauda de um animal está sendo perseguindo um cachorro na grama	4.9	ENTAILMENT
6028	Um cachorro está se afastando da cauda de um animal na grama	Um cachorro está perseguindo a cauda de um animal na grama	3.1	NEUTRAL
6029	Um cachorro pequeno está perseguindo uma grande vaca marrom	A cauda de um animal está sendo perseguindo um cachorro na grama	2.9	NEUTRAL
6030	Um cachorro pequeno está perseguindo uma grande vaca marrom	Um cachorro está se afastando da cauda de um animal na grama	2.5	NEUTRAL
6032	Não há cachorro pequeno perseguindo uma grande vaca marrom	Um cachorro está perseguindo a cauda de um animal na grama	3.3	NEUTRAL
6035	A criança pequena está percorrendo a água e está sendo guiada por outra pessoa	A criança pequena não está percorrendo a água e não está sendo guiada por outra pessoa	4.5	CONTRADICTION
6037	Uma criança está espirrando na água	Não há crianças pequenas espirrando na água	4	CONTRADICTION
6038	Uma criança está regando uma planta com salpicos	Uma criança está espirrando na água	3.5	NEUTRAL
6041	A criança pequena está percorrendo a água e está sendo guiada por outra pessoa	Uma criança está regando uma planta com salpicos	2	NEUTRAL
6044	A criança pequena está percorrendo a água e está sendo guiada por outra pessoa	Uma criança está espirrando na água	3.5	NEUTRAL
6045	Uma mulher está olhando curiosamente para um homem	Um homem está sendo analisado curiosamente por uma mulher	4.4	ENTAILMENT
6050	Uma mulher está olhando curiosamente para um homem	Um homem e uma mulher estão do lado de fora e estão usando camisas de cor clara	1.6	NEUTRAL
6051	Um homem está sendo analisado curiosamente por uma mulher	Um homem e uma mulher estão em uma sala bege, usando camisas de cor escura e um monitor está em segundo plano	2.7	NEUTRAL
6052	Uma mulher está ignorando um homem	Um homem e uma mulher estão em uma sala bege, usando camisas de cor escura e um monitor está em segundo plano	1.9	NEUTRAL
6053	Uma mulher está olhando curiosamente para um homem	Um homem e uma mulher estão em uma sala bege, usando camisas de cor escura e um monitor está em segundo plano	2.4	NEUTRAL
6054	O cachorrinho está agarrando o chinelo do quarto com a boca	O cachorrinho está agarrando o chinelo do quarto com a boca	4.8	ENTAILMENT
6056	Um cachorro marrom está olhando atentamente para um cachorro marrom e branco	Um cachorro marrom está olhando atentamente para um cachorro marrom e branco	4.8	ENTAILMENT
6060	Um cachorro marrom está olhando atentamente para um cachorro marrom e branco	O cachorrinho está agarrando o chinelo do quarto com a boca	2.5	NEUTRAL
6061	Um cachorro marrom está olhando atentamente para um cachorro marrom e branco	O cachorrinho está deixando cair o chinelo do quarto de sua boca	2.4	NEUTRAL
6065	Uma pessoa em uma jaqueta azul está pulando de uma parede de cimento alta	Uma pessoa em uma jaqueta de cor azul está pulando de uma parede de cimento alta	4.9	ENTAILMENT
6068	Uma pessoa em uma jaqueta de cor azul está pulando de uma parede de cimento alta	O homem está realizando um grande salto	3.4	NEUTRAL
6072	Uma pessoa em uma jaqueta azul está pulando de uma parede de cimento alta	O homem não está realizando um grande salto	2.735	NEUTRAL
6075	Uma mulher de jeans está sentada na sela de um cavalo	Uma mulher de jeans está perto de um cavalo com uma sela	3.5	NEUTRAL
6077	Uma pessoa vestindo jeans está sentado em cima de uma sela de cavalo	Não há pessoa usando jeans sentados em cima de uma sela de cavalo	3.7	CONTRADICTION
6080	A mulher de jeans está sentada na sela de um cavalo	Uma pessoa vestindo jeans está sentado em cima de uma sela de cavalo	4.3	ENTAILMENT
6082	Uma mulher de jeans está sentada na sela de um cavalo	Uma pessoa vestindo jeans está sentado em cima de uma sela de cavalo	4.3	ENTAILMENT
6083	O cachorro marrom e o cachorro vermelho estão brincando na praia	Um cachorro marrom e um cachorro vermelho estão brincando na praia	4.9	ENTAILMENT
6084	Um cachorro marrom e um cachorro vermelho estão sentados tristemente na praia	Um cachorro marrom e um cachorro vermelho estão brincando na praia	3.9	NEUTRAL
6085	Os cães marrons estão brincando de brincadeira na praia de areia	Os cães marrons estão brincando de brincadeira na costa arenosa	4.8	ENTAILMENT
6086	Os cães marrons estão brincando de brincadeira na praia de areia	Os cães marrons não estão brincando de brincadeira na praia de areia	3.7	CONTRADICTION
6088	Os cães marrons não estão brincando de brincadeira na praia de areia	Um cachorro marrom e um cachorro vermelho estão brincando na praia	3.6	NEUTRAL
6092	O homem está de pé constante ao lado de uma gaiola	O homem está parado ao lado de uma gaiola de pássaro	4.5	ENTAILMENT
6093	O homem está sentado ao lado de uma gaiola	O homem está parado ao lado de uma gaiola de pássaro	4.5	NEUTRAL
6095	Não há homem de pé ao lado de uma gaiola de pássaros grande e colorida	Um homem está parado ao lado de uma gaiola de pássaro grande e colorida	4.6	CONTRADICTION
6096	Um homem está parado ao lado de uma gaiola de pássaro que é grande e colorida	O homem está parado ao lado de uma gaiola de pássaro	4.6	ENTAILMENT
6098	O homem está de pé constante ao lado de uma gaiola	Um homem está parado ao lado de uma gaiola de pássaro grande e colorida	4.4	NEUTRAL
6099	Um homem está parado ao lado de uma gaiola de pássaro grande e colorida	O homem está sentado ao lado de uma gaiola	3.2	NEUTRAL
6101	Um cachorro marrom e preto está correndo pelas folhas	Um cachorro marrom e preto está passando pelas folhas	4.8	ENTAILMENT
6103	Um cachorro marrom e preto está passando pelas folhas	Um cachorro e um homem negro estão correndo pelas folhas marrons	3.4	NEUTRAL
6104	Um cachorro em um casaco colorido está correndo rapidamente pelo quintal	Um cachorro em um casaco colorido está correndo pelo quintal	4.3	ENTAILMENT
6105	Não há cachorro em um casaco colorido correndo pelo quintal	Um cachorro em um casaco colorido está correndo pelo quintal	3.7	CONTRADICTION
6106	Um cachorro em um casaco colorido está correndo pelo quintal	Um cachorro no quintal está correndo através de casacos coloridos	3.3	NEUTRAL
6108	Um cachorro marrom e preto está passando pelas folhas	Não há cachorro em um casaco colorido correndo pelo quintal	3.1	NEUTRAL
6109	Um cachorro no quintal está correndo através de casacos coloridos	Um cachorro marrom e preto está passando pelas folhas	2.6	NEUTRAL
6112	Um cachorro em um casaco colorido está correndo pelo quintal	Um cachorro e um homem negro estão correndo pelas folhas marrons	3.3	NEUTRAL
6117	Um cachorro preto e branco está segurando uma bola de beisebol na boca	Um cachorro preto e branco está soltando uma bola de beisebol da boca	4.1	NEUTRAL
6120	Um cachorro, que tem um casaco marrom e branco, está segurando uma bola de beisebol na boca	Um cachorro preto e branco está segurando uma bola de beisebol na boca	4.1	NEUTRAL
6122	Um cachorro preto e branco está segurando uma bola de beisebol na boca	Um cachorro marrom e branco está segurando uma bola de beisebol na boca	3.4	NEUTRAL
6123	Um garoto usando shorts vermelhos está pulando em uma piscina de remar	Uma criança usando shorts vermelhos está pulando em uma piscina de remar	4.6	ENTAILMENT
6127	Um garoto, que parece jovem e está vestindo um maiô vermelho, está pulando em uma piscina azul para crianças	Um garoto usando shorts vermelhos está pulando em uma piscina de remar	4	NEUTRAL
6128	Um garoto usando shorts vermelhos está pulando em uma piscina de remar	Um garoto vestindo um maiô vermelho está pulando de uma piscina de crianças azuis	3.4	NEUTRAL
6133	Um grupo de cães está descansando sem focinhos	Um grupo de cães está correndo e tem focos no nariz	3.1	NEUTRAL
6135	Um grupo de cães de corrida está usando uniformes listrados e está correndo por uma pista	Um grupo de cães criados para corridas está usando uniformes listrados e está correndo por uma pista	4.7	ENTAILMENT
6136	Um grupo de cães de corrida está usando uniformes listrados e está correndo por uma pista	Não há grupo de cães de corrida usando uniformes listrados e correndo por uma pista	4	CONTRADICTION
6137	Um grupo de cães está correndo e tem focos no nariz	Um grupo de cães criados para corridas está usando uniformes listrados e está correndo por uma pista	3.4	NEUTRAL
6144	Duas pessoas estão andando perto da água	Duas pessoas estão atravessando a água	3.5	NEUTRAL
6145	Duas pessoas estão de pé no oceano e assistindo ao pôr do sol	Duas pessoas estão de pé no oceano e olhando para o pôr do sol	5	ENTAILMENT
6147	Duas pessoas estão de pé no oceano e olhando para o pôr do sol	Duas pessoas estão atravessando a água	3.3	ENTAILMENT
6150	Duas pessoas estão andando perto da água	Duas pessoas estão de pé no oceano e assistindo ao pôr do sol	3.4	NEUTRAL
6152	Um motorista de carro está em pé e está apontando ferozmente a mão para o céu	Um motorista de carro de corrida está de pé e apontando a mão para o céu	4.6	ENTAILMENT
6154	A pessoa de jaqueta azul está usando um capacete colorido	Uma pessoa em uma jaqueta azul está usando um capacete colorido	5	ENTAILMENT
6155	A pessoa na jaqueta azul está colocando um capacete colorido	A pessoa de jaqueta azul está usando um capacete colorido	3.3	NEUTRAL
6157	Um motorista de carro de corrida está de pé e apontando a mão para o céu	A pessoa na jaqueta azul está colocando um capacete colorido	1.7	NEUTRAL
6159	A pessoa de jaqueta azul está usando um capacete colorido	Um motorista de carro está sentado e está imóvel	1.3	NEUTRAL
6160	Um motorista de carro de corrida está de pé e apontando a mão para o céu	A pessoa de jaqueta azul está usando um capacete colorido	1.8	NEUTRAL
6161	Um menino e uma menina em roupas de banho estão usando carros alegóricos de braço	Um menino e uma menina em roupas de banho estão usando carros alegóricos para os braços	4.9	ENTAILMENT
6164	O menino e a menina estão brincando e usando carros alegóricos de braço	O menino e a menina não estão brincando e usando carros alegóricos de braço	3.6	CONTRADICTION
6169	Um menino e uma menina em roupas de banho estão usando carros alegóricos de braço	O menino e a menina estão brincando e usando carros alegóricos de braço	4.4	NEUTRAL
6170	Uma mulher de camisa tingida amarela está surfando em uma prancha de surf rosa	Uma mulher de camisa amarela está surfando em uma prancha de surf rosa	4.6	ENTAILMENT
6171	Uma mulher de camisa amarela está surfando em uma prancha de surf rosa	Não há mulher em uma camisa amarela surfando em uma prancha rosa	3.2	CONTRADICTION
6174	Um surfista está caindo da onda	Um surfista está montando a onda	3.8	CONTRADICTION
6175	Um surfista está montando a onda	Um cavaleiro está acenando em um surfista	2.4	NEUTRAL
6176	A onda está sendo montada por um surfista	Uma mulher de camisa amarela está surfando em uma prancha de surf rosa	3.6	NEUTRAL
6178	Um cavaleiro está acenando em um surfista	Uma mulher de camisa amarela está surfando em uma prancha de surf rosa	3	NEUTRAL
