pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
9500	Um grande cachorro marrom e branco está deitado em uma jaqueta na rua	O cachorro está tirando uma soneca no parque	2.9	NEUTRAL
9545	Um homem em uma bicicleta esportiva amarela está fazendo um wheelie e um amigo em uma bicicleta preta está alcançando	O cavaleiro vestido de laranja está dirigindo uma motocicleta em uma roda	2.8	NEUTRAL
9571	Um homem mais velho está sentado em um banco e está usando uma jaqueta cinza e calça preta	Um homem idoso está sentado em um banco	4.5	ENTAILMENT
9584	A mulher está segurando o pincel ao lado do cavalete do artista	A senhora está segurando o pincel ao lado do cavalete do artista	4.9	ENTAILMENT
9623	Um homem está vestindo uma camisa azul e andando descalça em uma quadra de tênis	Uma mulher está vestindo uma camisa azul e andando descalça em uma quadra de tênis	3.6	NEUTRAL
9669	A jovem está brincando à beira de uma fonte e uma mulher mais velha a está observando	Uma jovem está brincando à beira de uma fonte e uma mulher mais velha a está observando	4.8	ENTAILMENT
9677	Uma jovem está brincando à beira de uma fonte e uma mulher mais velha a está observando	Uma garotinha e uma mulher vestindo uma camisa amarela estão sendo espirradas por uma fonte da cidade	3.5	NEUTRAL
9706	Um cachorro preto e branco com um grande galho está de pé no campo	Um cachorro preto e branco com um galho grande está funcionando no campo	4.2	CONTRADICTION
9713	Um cachorro preto e branco está carregando um bastão enorme na grama verde	Um cachorro preto e branco com um galho grande está funcionando no campo	4.5	ENTAILMENT
9722	Um menino está correndo pela areia	Um garoto vestindo uma camisa listrada está correndo descalço na colina de areia	3.9	NEUTRAL
9745	Dois meninos estão olhando para a câmera e um está destacando sua língua	O menino está colocando a língua para a câmera e outro garoto está olhando	4.4	NEUTRAL
9747	Um garotinho está colocando a língua para a câmera e outro garoto está olhando	Dois crianças estão olhando para a câmera e uma está saindo sua língua	4.4	ENTAILMENT
9759	Uma criança rindo está segurando uma pistola de água e sendo pulverizada com água	Uma pessoa em uma jaqueta azul está pulando em uma parede de cimento alta	1.1	NEUTRAL
9763	Uma pessoa está cortando alguns cogumelos	O elefante está sendo montado pela mulher	1	NEUTRAL
9771	Duas crianças pequenas estão brincando com um carro de brinquedo na rua	Um cachorro está passando por um campo e está perseguindo um brinquedo	1.4	NEUTRAL
9788	Um homem está tocando uma guitarra elétrica	Um grupo de pessoas está segurando bebidas e apontando para a câmera	1	NEUTRAL
9789	Uma garota em ouro e roxo está segurando um arco -íris afegão	Um homem está agachado no pincel e tirando uma foto	1	NEUTRAL
9822	Duas pessoas estão andando de bicicleta	Um jumper praticante está jogando snowboard de uma pessoa no ar	2	NEUTRAL
9838	Alguns instrumentos estão sendo tocados por uma banda	Uma mulher jovem e de topless está coberta de tinta	1	NEUTRAL
9843	Uma família está comprando algo na máquina de venda automática	Um homem de terno está de pé em um microfone e cantando	1	NEUTRAL
9869	Uma bicicleta está sendo montada sobre um macaco	Uma pessoa está andando de bicicleta de terra em uma colina de terra	2.8	NEUTRAL
9880	Um motociclista está se afastando de uma cerca	Um homem está dançando na estrada	1.2	NEUTRAL
9931	Uma mulher está tocando uma guitarra elétrica	Uma criança está tocando violão	3	NEUTRAL
9963	O animal está pastando na grama	O policial está sentado em uma bicicleta policial	1	NEUTRAL
9975	O cachorro está estalando algumas gotículas de água	Uma garota em uma banda está tocando um instrumento	1	NEUTRAL
9988	Um jovem está empurrando uma bicicleta de motocross por uma colina de terra	Um cachorro está nadando depois de uma bola de tênis	1	NEUTRAL
