sent0,sent1,hard_neg
O violão está sendo tocado por um homem,Um homem está tocando o violão,O violão está tocando um homem.
Dois cachorros estão pulando pela grama nevada e pelas rochas,Dois cachorros estão pulando através da grama nevada e de rochas,Dois cachorros não estão pulando na grama nevada nem nas rochas.
Tofu está sendo fatiado por uma mulher,Um pouco de tofu está sendo fatiado por uma mulher,Uma mulher está sendo fatiada por tofu.
Um cachorro está pastoreando um grupo de ovelhas brancas em uma fazenda empoeirada,Um cachorro está reunindo um bando de ovelhas brancas em uma fazenda empoeirada,Um cachorro está ignorando um rebanho de ovelhas brancas em uma fazenda empoeirada.
Um menino está correndo na praia,Um menino está passando pela areia,Um menino está parado na areia.
Um cachecol de pele está sendo segurado por uma mulher asiática,Uma mulher asiática está segurando um cachecol de pele,Um cachecol de pele asiática está sendo segurado por uma mulher.
Uma mulher está sentada e olhando para uma cachoeira,Uma mulher está sentada e olhando para a cachoeira,"Uma mulher não está sentada, mas olhando para a cachoeira."
Um caminhão está rapidamente descendo o morro,Um caminhão está descendo rapidamente um morro,Um caminhão está subindo rapidamente o morro.
Os homens estão cortando madeira,Alguns homens estão serrando,Os homens estão plantando árvores.
O cachorro de roupinha tingida de vermelho está correndo no campo,O cachorro de roupinha vermelha está correndo no campo,O cachorro sem roupinha vermelha está parado no campo.
Uma pessoa está despejando azeite de oliva em uma panela no fogão,Uma pessoa está despejando óleo de cozinha em uma panela,Uma pessoa está limpando a panela no fogão.
Os corredores estão competindo em volta da pista,Os corredores estão competindo em uma corrida,Os corredores estão cooperando em vez de competir.
Um homem está tocando um violão,Um homem está tocando um instrumento,Um homem está *quebrando* um violão.
Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve,Dois homens com bicicletas estão do lado de uma estrada nevada,Dois homens derrubaram bicicletas ao longo de uma estrada sem neve.
Um homem está escalando um penhasco com uma corda,Um homem está escalando o penhasco com uma corda,Um homem está cortando a corda no penhasco.
Uma grande bola da cor verde está batendo em uma batata,Uma grande bola verde está derrubando uma batata,Uma pequena batata verde está abraçando uma bola.
Uma banda está apresentando-se no palco,Uma banda está tocando em um palco,Uma banda está abandonando o palco.
Um cachorro castanho está pulando no ar,Um cachorro está pulando no ar,Nenhum cachorro está pulando no ar.
Os médicos estão curando um homem,Os médicos estão revivendo um homem,Os médicos estão matando um homem.
Uma mulher está habilmente tocando uma flauta,Uma mulher está tocando uma flauta,Uma mulher está tocando desajeitadamente uma flauta.
Um pássaro preto está sentado em uma árvore morta,"Um pássaro, que é preto, está sentado em uma árvore morta",Um pássaro morto está sentado em uma árvore preta.
Um homem está andando de moto,Uma motocicleta está sendo pilotada por um homem,Um homem está sendo atropelado por uma motocicleta.
Alguns pedaços de manteiga estão sendo adicionados na batedeira,Pedaços de manteiga estão sendo adicionados à batedeira,Nenhum pedaço de manteiga está sendo adicionado à batedeira.
O homem está sentado no trem e descansa a mão contra o rosto,Um homem está sentado em um trem e descansando a sua mão contra o rosto,O homem está em pé no trem e esconde a mão atrás do rosto.
O filhote de cachorro está brincando com um recipiente feito de plástico,O filhote de cachorro está brincando com um recipiente de plástico,O filhote de cachorro não está brincando com um recipiente de plástico.
O avião está pousando,Um avião está pousando,Nenhum avião está pousando.
Uma mulher está usando um chapéu egípcio na cabeça,Uma mulher está vestindo uma touca egípcia,Uma mulher está tirando um chapéu egípcio da cabeça.
Um homem está fatiando um tomate vermelho,Um homem está fatiando um tomate,Um homem está comendo um tomate.
Um uniforme de esportes está sendo usado por um homem que está correndo pelo campo,Um homem está vestindo um uniforme esportivo e está correndo campo abaixo,"Um uniforme esportivo está correndo pelo campo, enquanto um homem o veste e permanece parado."
Nadadores estão competindo em um lago,Alguns nadadores estão competindo em um lago,Nenhum nadador está competindo em um lago.
Algumas pessoas e veículos estão em uma rua lotada,Pedestres e carros estão se movendo por um engarrafamento na cidade grande,"Nenhum indivíduo ou transporte permanece em via deserta, apesar do fluxo livre fora da metrópole."
Um menino pequeno está vestindo uma regata amarela e está rindo,O menino pequeno está vestindo uma regata amarela e está rindo,Um menino grande está vestindo uma jaqueta preta e está chorando.
Um cachorro está mordendo uma lata,Uma lata está sendo mordida por um cachorro,Um cachorro está sendo mordido por uma lata.
Um homem de bicicleta está pedalando na praia,Uma pessoa está andando de bicicleta na areia ao lado do oceano,"Uma mulher de bicicleta está parada na rua, longe da praia."
Um homem está dirigindo um carro,Um carro está sendo dirigido por um homem,Um homem está sendo dirigido por um carro.
Um filhote de gato está brincando com uma corda azul de brinquedo,Um filhote de gato está brincando com um brinquedo feito de corda azul,Um filhote de gato está dormindo em uma corda azul de brinquedo.
Uma mulher está sendo massageada por um homem,Um homem está massageando uma mulher,Uma mulher está massageando um homem.
Uma bola de beisebol está sendo segurada na boca por um cachorro preto e branco,Um cachorro preto e branco está segurando uma bola de beisebol em sua boca,Uma bola de beisebol preta e branca está sendo segurada na boca por um cachorro.
Um cachorro preto está correndo na grama,O cachorro preto está passeando na grama e correndo com sua língua para fora,"Um cachorro preto não está correndo na grama, mas parado."
Um filhote de cachorro fofo está repetidamente rolando de um lado para outro com suas costas no chão,Um cachorro está rolando de um lado para o outro,"Um cão raivoso está imóvel, rosnando de um lado para o outro."
Um cavalo está pulando o obstáculo e tem um cavaleiro nas suas costas,Um obstáculo está sendo saltado por um cavalo que tem um cavaleiro em suas costas,"Um cavaleiro está caindo do cavalo sobre o obstáculo, largando as suas costas."
O homem está fazendo uma parada de mão na costa molhada na beira da água na praia,Um homem está realizando uma parada de mão na praia,O homem não está fazendo uma parada de mão na praia.
Quatro garotos estão fazendo ponte no parque,Quatro meninos estão fazendo ponte no parque,Quatro garotas destroem a ponte no parque.
Um homem e duas mulheres em um quarto escuro estão sentados a uma mesa com velas,O grupo de pessoas está sentado em um quarto que está escuro,Um robô e dois alienígenas em uma nave clara estão em pé perto de uma mesa sem luzes e o grupo não está em um quarto.
O homem está tocando o piano com seu nariz,O teclado está sendo tocado com o nariz por um homem,O nariz está tocando o homem com seu piano.
Um homem está fazendo exercícios no chão,O homem está fazendo exercícios no chão,Um homem não está fazendo exercícios no chão.
Um cachorro branco está parado em cima de folhas caídas,"Um cachorro, que é branco, está em pé nas folhas caídas",Um cachorro branco não está parado longe de folhas caídas.
Um avião a jato está voando,Um avião está voando,Um avião não está voando.
Uma mulher está dançando graciosamente num palco,Uma mulher está dançando em um palco,Uma mulher não está dançando num palco.
O violão está sendo tocado por um homem,O violão está sendo tocado pelo homem,O homem está sendo tocado pelo violão.
Um homem está tocando um violão que é acústico,Um homem está tocando um violão acústico,Um homem está tocando um violão que não é acústico.
Os homens estão colocando bagagens dentro do porta-malas de um carro,Os homens estão colocando as bagagens no porta-malas de um carro,Os homens estão retirando bagagens do porta-malas de um carro.
Uma camisa rosa com escrita branca está sendo usada por uma menina que está deitada na grama,Uma menina está usando uma camisa rosa que tem escrita branca e está ficando deitada na grama,"Uma camisa branca com escrita rosa está na grama, perto de uma menina que não está usando nada."
Um homem está cortando uma fatia de pão,Um homem está fatiando um pão,Um pão está fatiando um homem.
Um filhote de cachorro castanho está puxando um poste metálico que está preso no chão,Um cachorro castanho está roendo um poste metálico que está preso no chão,Um cachorro castanho ignora um poste metálico que está preso no chão.
Uma mulher está colocando maquiagem em sua pálpebra,Uma mulher está aplicando cosméticos em sua pálpebra,Uma mulher está removendo maquiagem de sua pálpebra.
Um skatista está realizando acrobacias na pista,Um homem está andando de skate em uma pista,Um skatista está evitando acrobacias na pista.
Um homem está pegando um peixe,O homem está pegando um peixe,O peixe está pegando um homem.
A jovem menina com camisa rosa está tranquilamente deitada na grama,A jovem e tranquila menina está deitada sobre a grama de camisa rosa,"A jovem menina de camisa rosa está agitada, deitada sobre a grama."
O homem está fatiando a batata,Uma batata está sendo fatiada pelo homem,O homem está batendo na batata.
A menina loira com a blusa rosa está sorrindo alegremente e usando óculos engraçados com um grande nariz acoplado,A menina loira com a blusa rosa está sorrindo e usando óculos engraçados com um grande nariz acoplado,"A menina loira com a blusa rosa não está sorrindo, mas usando óculos engraçados com um grande nariz acoplado."
Uma imagem está sendo desenhada por um homem,Um homem está desenhando uma imagem,Uma imagem está desenhando um homem.
O cachorro preto está passeando na grama e correndo com sua língua para fora,Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca,"O cachorro preto está parado na grama, sem correr e com a língua dentro da boca."
Um bebê está brincando com uma boneca,Um bebê está brincando com um brinquedo,Um bebê não está brincando com nada.
Uma mulher está cortando carne,Não tem nenhuma mulher cortando uma cebola,"Uma mulher está cortando uma cebola, mas não a carne."
O alho está sendo cortado em cubos por uma mulher,A mulher está cortando alho em cubos,O alho está cortando a mulher em cubos.
Um policial está sentado em uma motocicleta,O policial está sentado na bicicleta de polícia,A bicicleta está sentada no policial.
Um homem está correndo estrada abaixo,Algum homem está correndo estrada abaixo,Nenhum homem está correndo estrada abaixo.
Um cachorro com um focinho e uma jaqueta azul está correndo em torno do quintal,Um cachorro com um cobertor azul está correndo pela grama,Um cachorro sem jaqueta ou focinho azul está parado dentro de casa.
Um homem está escalando para cima em uma corda,O homem está escalando para cima de uma corda,O homem está descendo por uma corda.
Uma mulher está fatiando um vegetal,A mulher está cortando um vegetal,A mulher está plantando um vegetal.
Várias pessoas jovens estão posando para uma foto e segurando cervejas,Várias pessoas jovens estão posando para uma foto e segurando bebidas,Várias pessoas jovens estão posando para uma foto e segurando livros.
Duas pessoas estão dirigindo uma motocicleta,Duas pessoas estão montadas em uma moto,Duas pessoas desmontaram da moto.
Uma mulher asiática está segurando um cachecol de pele,Um cachecol de pele está sendo segurado por uma mulher asiática,Uma mulher asiática está vestindo um cachecol de pele falso.
"Um pato, que é grande, está voando sobre um riacho rochoso",Uma ave marinha está voando sobre algumas rochas,"Um rato, que é pequeno, está caindo sob um rio calmo."
Alguém está digitando no teclado,Alguém está digitando em um teclado,Ninguém está digitando um teclado.
Um menino pequeno está cantando e tocando o violão,A criança pequena está cantando e tocando violão,"Um adulto grande está parado, sem cantar e sem tocar violão."
Um motociclista está andando de motocicleta perigosamente pela rodovia,Um motociclista está pilotando a motocicleta ao longo da rodovia,Um motociclista está empurrando a motocicleta cuidadosamente para fora da rodovia.
Uma mulher está desajeitadamente colocando carne em uma frigideira,Uma mulher está colocando carne em uma frigideira,Uma mulher está habilmente colocando carne em uma frigideira.
Um homem está apresentando-se com um violão,Um homem está tocando um violão,Um homem está quebrando um violão.
A mulher está quebrando dois ovos dentro de uma tigela de vidro,Uma mulher está quebrando um ovo em uma tigela,A mulher não está quebrando nenhum ovo fora da tigela.
Um homem está fazendo exercícios,Uma pessoa está fazendo exercícios,Ninguém está fazendo exercícios.
Um homem está fatiando uma cenoura confiantemente com a faca,Um homem está cortando uma cenoura com uma faca,"Um homem está segurando uma cenoura intacta, longe da faca."
Uma mulher está cozinhando ovos,A mulher está cozinhando ovos,A mulher não está cozinhando ovos.
A mulher está usando óculos de sol de grande porte e está segurando jornais em ambas as mãos,Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos,A mulher não está usando óculos escuros pequenos e largou os jornais de uma das mãos.
Um limão está sendo espremido por uma mulher,Uma mulher está espremendo suco de um limão,Um limão está espremendo uma mulher.
A senhora está mexendo carne em uma tigela,Uma senhora está misturando uma mistura de carne em uma tigela,A senhora não está tocando na carne dentro da tigela.
Uma líder de torcida mulher está sentada no joelho de um líder de torcida homem,Uma líder de torcida mulher está sentada no joelho de um homem,Um líder de torcida homem está sentado no joelho de uma mulher.
O jogador de futebol de campo está chutando a bola entre as pernas de alguém,Uma pessoa está chutando uma bola de jogo de futebol de campo entre os pés de alguém,O jogador de futebol de campo está parando a bola com as pernas na frente de alguém.
Um homem está cantando e tocando um violão,Um homem está tocando um violão,Um homem está quebrando um violão.
Um menino de rosto gordinho está usando óculos escuros,Óculos de sol estão sendo usados ​​por um menino,Um menino de rosto magro não está usando óculos.
Duas mulheres estão dançando e cantando na frente de uma multidão,As mulheres estão cantando e dançando,"As mulheres estão dançando, não cantando."
A senhora está cuidadosamente fatiando a carne,A senhora está fatiando a carne,A senhora está grosseiramente fatiando a carne.
Um homem está pulando de um muro baixo,Um homem está pulando um muro,Um homem está sendo impedido de pular o muro.
Um carro de corrida branco está passando por uma poça,Um veículo de corrida branco está passando por uma poça,Um carro de corrida branco não está passando por uma poça.
Um cachorro está nadando atrás de uma bola de tênis,Um cachorro está nadando atrás da bola,"Um cachorro está nadando atrás da bola, não da bola de tênis."
Um homem está vestindo um uniforme esportivo e está correndo campo abaixo,Um uniforme de esportes está sendo usado por um homem que está correndo pelo campo,Um homem está despindo um uniforme esportivo enquanto caminha preguiçosamente campo acima.
Uma menina está tocando uma flauta,Um instrumento de sopro está sendo tocado por uma menina,Uma menina está quebrando uma flauta.
O papagaio está surpreendentemente falando no microfone,Um papagaio está falando,O papagaio não está falando.
Um chefe está cozinhando uma refeição,Um chefe está preparando alguma comida,Um chefe está estragando um banquete.
O cachorro branco usando orelhas de rena está perto de um cachorro castanho,O cachorro branco usando orelhas de rena está próximo de um cachorro castanho,O cachorro branco usando orelhas de rena está longe de um cachorro castanho.
O homem está sentado no chão em uma sala e dedilhando um violão,Um homem está sentado no chão e está tocando um violão,"O homem não está sentado no chão, mas em uma cadeira, e quebrando um violão."
Um cachorro branco está de pé nas folhas no chão,"Um cachorro, que é branco, está em pé nas folhas caídas",Um cachorro branco não está de pé nas folhas.
O menino está aparando a grama perto da calçada com tesoura,Um menino está cortando a grama com tesouras,O menino está plantando grama longe da calçada sem tesoura.
Um homem está usando um capacete preto e empurrando uma bicicleta,Um capacete preto está sendo usado por um homem que está empurrando uma bicicleta,Um homem está empurrando um capacete preto e usando uma bicicleta.
Um peixe está sendo cortado por um homem,Um homem está cortando um peixe,Um peixe está cortando um homem.
Uma criança pequena está sentada em um assento,Uma criança pequena está sentada,Uma criança pequena está sentada *fora* de um assento.
Um bebê está engatinhando feliz,O bebê está engatinhando feliz,Um bebê não está engatinhando feliz.
Um homem está tocando violão,Um homem está tocando o violão,Um homem está tocando no violão.
A menina de chapéu preto está vestindo um biquíni na praia,Uma menina de chapéu preto está vestindo um biquíni na praia,A menina de chapéu preto não está vestindo um biquíni na praia.
Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul,Um pequenino cachorro preto está usando uma coleira vermelha e está entre as folhas com uma bola azul,Um enorme cachorro branco não está usando uma coleira verde e está longe das folhas sem uma bola amarela.
Um gato está abrindo uma gaveta e pulando dentro,Um gato está abrindo uma gaveta e escalando para dentro,Um gato está abrindo uma gaveta e saindo de dentro.
Um homem jovem com cabelos castanhos e óculos de sol está sentado na frente de algumas latas de refrigerante,Um jovem homem com cabelos castanhos e óculos escuros está sentado em frente a algumas latas de refrigerante,Um homem idoso sem cabelos e sem óculos está em pé atrás de todas as garrafas de refrigerante.
Uma mulher está cozinhando costeleta de porco empanada,A mulher está fritando uma costeleta de porco empanada,A mulher está assando uma costeleta de porco empanada.
O cachorro está de pé com as duas patas dianteiras em uma rocha no campo,Um cachorro em pé nas duas patas da frente em uma pedra em um campo,O cachorro não está de pé sem as duas patas traseiras em uma rocha fora do campo.
Um homem está andando devagar através de uma ponte feita de corda,Um homem está andando lentamente através de uma ponte de corda,Um homem está correndo rapidamente através de uma ponte feita de madeira.
A criança está brincando com a fonte de água ao ar livre e o resto da família está assistindo,Uma criança está brincando com uma bica de água ao ar livre e o resto de sua família está assistindo,A criança está reclamando da fonte de água ao ar livre enquanto o resto da família está ignorando.
Um homem barbado está em pé perto de um carrinho de compras e está segurando uma placa de papelão,Algum homem barbado está em pé perto de um carrinho de compras e está segurando uma placa de papelão,Nenhum homem barbado está em pé perto de um carrinho de compras e está segurando uma placa de papelão.
Um lêmure está sendo acariciado por uma mulher,Uma mulher está acariciando um lêmure,Um lêmure está acariciando uma mulher.
Uma onda grande está sendo surfada por um surfista através da água verde escura,Um surfista está pegando uma grande onda através da água verde escura,Uma onda pequena não está sendo surfada por um surfista na água verde escura.
Um menino está pulando para fora do lado de uma fonte de água de pedra na frente a um prédio,Um menino está pulando para fora do lado de uma fonte de água feita de pedra em frente a um prédio,Um menino está caindo dentro do lado de uma fonte de água de pedra atrás de um prédio.
Um homem e uma mulher estão conversando,Um homem e uma mulher estão tendo uma conversa,Um homem e uma mulher estão evitando uma conversa.
O cachorro está nadando em um lago e o sol está brilhando nele,Um cachorro está nadando em um lago e o sol está brilhando nele,"O cachorro não está nadando no lago, e o sol não está brilhando nele."
A mulher está rachando ovos em uma tigela,Os ovos estão sendo rachados em uma tigela pela mulher,A tigela está rachando ovos na mulher.
Uma mulher está abrindo um refrigerante e o bebendo,Um refrigerante está sendo aberto e tomado por uma mulher,Uma mulher está fechando um refrigerante e o guardando.
A máquina está apontando o fim de um lápis,Um lápis está sendo apontado,Um lápis está apontando a máquina.
O bote de resgate laranja está correndo através da água,"O barco de resgate, que é laranja, está correndo através da água",O bote de resgate laranja está parado na água.
O cachorro está perseguindo uma bola na grama,Um cachorro está perseguindo uma bola na grama,Nenhum cachorro está perseguindo uma bola na grama.
Um homem está tocando a bateria,A bateria está sendo tocada pelo homem,O homem está parado sobre a bateria.
"Um pequeno garoto, que parece assustado, está em uma parede de escalada",Um menino pequeno receoso está em uma parede de escalada,"Um garoto grande, que parece confiante, está em uma parede de escalada."
Um cavalo está pulando o obstáculo e tem um cavaleiro nas suas costas,Um cavalo e seu cavaleiro estão saltando sobre uma barreira,Um cavaleiro está caindo do cavalo antes do obstáculo.
Um monte de meninos está brincando com uma bola em frente a uma porta grande feita de madeira,Um grupo de meninos está brincando com uma bola em frente a uma porta grande feita de madeira,Nenhum menino está brincando com uma bola em frente a uma porta pequena feita de metal.
Os jogadores de futebol de vermelho e branco estão pulando e se abraçando,Alguns jogadores de futebol de vermelho e branco estão pulando e se abraçando,Nenhum jogador de futebol de vermelho e branco está pulando ou se abraçando.
Um homem com um chapéu duro está dançando,Um homem está usando um chapéu que é duro e está dançando,Um homem com um chapéu mole está parado.
O homem está cantando e tocando o violão,Um homem está tocando o violão,O homem não está tocando o violão.
Um cachorro está perseguindo outro e está segurando uma vara na sua boca,Um cachorro está perseguindo outro e está segurando um pedaço de madeira em sua boca,Um cachorro está perseguindo outro e não está segurando nada em sua boca.
Um homem está cortando uma batata em pedaços,Um homem está fatiando uma batata em pedaços,Um homem está juntando pedaços de batata.
O menino pequeno com cabelo castanho está pulando de uma cadeira marrom para o chão,Um menino pequeno com cabelo castanho está pulando da cadeira marrom para o chão,"O menino pequeno com cabelo castanho está sentado na cadeira marrom, imóvel no chão."
Uma pessoa está anotando algo com um lápis,A pessoa está escrevendo com um lápis,A pessoa está apagando algo com um lápis.
O panda está comendo bambu,Um pouco de bambu está sendo comido por um urso panda,O bambu está comendo um panda.
Um homem está picando rapidamente alguns cogumelos com uma faca,Um homem está picando velozmente alguns cogumelos com uma faca,Um homem está picando lentamente alguns cogumelos com uma faca.
O homem está tocando um violão,O violão está sendo tocado pelo homem,O homem está tocando o violão sem paixão.
Um grupo de crianças está brincando em uma estrutura que é colorida,Um grupo de crianças está brincando em uma estrutura colorida,Um grupo de crianças não está brincando em uma estrutura colorida.
Um homem está misturando vegetais em uma panela,Uma pessoa está mexendo vegetais em uma panela,Ninguém está cozinhando vegetais na panela.
O papagaio está falando,Um papagaio está falando,Nenhum papagaio está falando.
Um cachorro está perseguindo uma bola na grama,Um cachorro está correndo atrás de uma bola na grama,Um cachorro está ignorando uma bola na grama.
Uma mulher está espremendo um limão,Um limão está sendo espremido por uma mulher,Uma mulher está sendo espremida como um limão.
Dois meninos pequenos estão brincando do lado de fora com uma bola de futebol na grama verde,Duas crianças estão brincando com uma bola no parque,Nenhuma criança está jogando bola sozinha dentro de casa.
Uma mulher está pondo o bebê em uma lata de lixo,Um bebê está sendo colocado em uma lixeira por uma mulher,Uma mulher está tirando o bebê de uma lata de lixo.
Um homem está cortando um cordão com uma espada,Um homem está cortando uma corda com uma espada,Um homem está amarrando um cordão com uma espada.
Um menino está batendo numa bola de beisebol,Uma criança está batendo em uma bola de beisebol,Uma menina está perdendo uma bola de beisebol.
O cachorro preto está passeando na grama e correndo com sua língua para fora,Um cachorro preto está correndo na grama,Nenhum cachorro preto está parado na grama.
Uma árvore está caindo sobre uma ponte feita sobre um rio que um cachorro está cruzando,Um cachorro está atravessando um rio em uma ponte feita de uma árvore caída,Uma ponte feita de um cachorro está caindo sobre um rio atravessado por uma árvore.
Um homem está comendo uma pizza,Um homem está comendo alguma comida,Um homem não está comendo nada.
Um homem está realizando uma parada de mão na praia,Uma parada de mão está sendo realizada por um homem na praia,"Na praia, um homem está parado, observando a mão."
O cachorro grande castanho está correndo para fora na sujeira,O grande cachorro castanho está correndo ao ar livre na sujeira,O pequeno cachorro branco está parado dentro de casa no tapete.
Uma flauta é tocada pelo homem,O homem está tocando uma flauta,A flauta está tocando o homem.
Várias mulheres usando orelhas de coelho rosa estão apontando para a direita,Um grupo de mulheres está usando orelhas de coelho rosa e está apontando para a direita,Nenhuma mulher usando orelhas de coelho rosa está apontando para a direita.
Um esquilo está rodando em círculos,Um animal está correndo em círculos,Nenhum animal está rodando em círculos.
Uma mulher está usando protetor auricular e está disparando uma arma em um campo de tiro coberto,Uma mulher está atirando em um alvo de prática,Uma mulher está usando um alvo como protetor auricular e está sendo atingida por uma arma em um campo aberto.
Uma pessoa está embrulhando uma tortilha,Uma tortilha está sendo dobrada por uma pessoa,Uma pessoa está desfazendo uma tortilha.
Uma tartaruga de mar está procurando peixes,Uma tartaruga de mar está procurando por comida,Uma tartaruga de mar está fugindo de peixes.
Uma mulher está picando alho,Uma mulher está fatiando alho,Uma mulher está plantando alho.
Um homem está tocando o violão,O homem está tocando o violão,O violão está tocando o homem.
O homem está tirando uma foto dele mesmo e de outro cara,Uma foto dele mesmo e outro cara está sendo tirada pelo homem,"O homem está tirando uma foto de outro cara, não dele mesmo."
Um grupo de meninos está brincando com uma bola em frente a uma porta grande feita de madeira,"As crianças estão brincando em frente a uma porta, que é muito grande","Um menino está parado em frente a uma pequena porta de madeira, ignorando a bola e o grupo de crianças brincando."
Um gato está pulando em um recipiente,Um gato está pulando em uma caixa,Um gato está pulando de um recipiente.
Um homem está de pé ao lado de uma gaiola de pássaros que é grande e colorida,Um homem está em pé ao lado de uma gaiola de pássaros,Um homem não está de pé ao lado de uma gaiola de pássaros.
Um homem mais velho e uma mulher estão andando de bicicleta no calçadão perto da água,Um homem e uma mulher de meia idade estão montando bicicletas por uma estrada ao lado da água,Um jovem está parado com uma bicicleta na rua longe da água.
"A mulher está alegremente tocando um violão, que é acústico, e cantando","A mulher está tocando um violão, que é acústico, e cantando","A mulher está tristemente tocando um violão, que é acústico, e gritando."
Lama está cobrindo uma mulher de topless,Uma mulher de topless está sendo coberta de lama,Uma mulher de lama está cobrindo um topless.
Os meninos estão vestindo roupas de banho e água está espirando ao redor,As crianças estão vestindo roupas de banho e água está espirrando ao redor,Os manequins estão vestindo roupas de banho e a água não está espirrando ao redor.
Alguém está segurando um ouriço,Alguém está segurando um pequenino animal,Ninguém está segurando um ouriço pequenino.
Uma mulher usando camisa azul e saltos altos está de pé na calçada ao lado do homem,Uma mulher usando uma camisa azul e saltos altos está de pé na calçada ao lado de um homem,"Uma mulher usando camisa azul e saltos altos não está de pé na calçada, mas longe do homem."
"Um cachorro, que é caramelo, está correndo pelo arbusto",Um cachorro caramelo está correndo pelo arbusto,Um cachorro caramelo não está correndo pelo arbusto.
O homem está montando um cavalo perto de um riacho,Um homem está andando a cavalo,O cavalo está montando um homem longe de um riacho.
Uma bicicleta está sendo pedalada por uma mulher usando peças de fantasia e tinta em uma rua movimentada,Uma mulher está usando peças de fantasia e tinta e está andando de bicicleta em uma rua movimentada,"Uma bicicleta movimentada está pintada com fantasia, e uma mulher a usa na rua, mas não a pedala."
Um teclado está sendo tocado por uma pessoa,Uma pessoa está tocando um teclado,Uma pessoa está destrocendo um teclado.
Um homem está vestindo uma jaqueta vermelha e de pé ao lado de uma canoa vermelha em algumas rochas com água ao fundo,Um homem de jaqueta vermelha está de pé perto de um caiaque amarelo em algumas pedras próximo ao oceano,"Um homem está sem jaqueta azul, sentado longe de uma jangada verde na areia, com a cidade ao fundo."
Uma menina está aplicando maquiagem em seu rosto,A menina está passando maquiagem em sua face,Uma menina está removendo maquiagem de seu rosto.
Um cachorro de tamanho grande está correndo na grama com uma bola de tênis em sua boca,Um cachorro grande está correndo na grama com uma bola de tênis na boca,Um cachorro pequeno está parado na grama sem uma bola de tênis na boca.
Uma pessoa está cortando alho em pedaços com uma faca,Uma pessoa está fatiando alho em pedaços com uma faca,Uma pessoa está juntando alho em pedaços com uma faca.
A flauta está sendo tocada pela mulher,A mulher está tocando a flauta,A flauta está tocando a mulher.
Um homem está cortando uma batata,Um homem está fatiando uma batata em pedaços,Um homem está plantando uma batata inteira.
O praticante de snowboard está saltando sobre da neve branca,A pessoa que está praticando snowboard pula pelo ar,O praticante de snowboard está caindo sobre a neve fofa.
"O homem, que tem pele escura, está parado sobre uma mão na frente de um prédio amarelo",O homem de pele escura está sobre uma mão em frente a um prédio amarelo,"O prédio amarelo, que tem pele escura, está parado sobre um homem na frente de uma mão."
Uma pessoa está mexendo fortemente ovos em uma tigela,Ovos estão sendo fortemente batidos em uma tigela por uma pessoa,Uma pessoa está gentilmente separando ovos em uma tigela.
"Um homem, uma mulher e duas meninas estão andando na praia",Um grupo de pessoas está em uma praia,"Uma mulher sozinha não está na praia, mas sonha com um homem e duas meninas."
Um homem está fazendo um truque de bicicleta em pleno ar,Um homem está fazendo um truque com uma bicicleta em pleno ar,Um homem está caindo de bicicleta em pleno ar.
Quatro atletas estão com um homem em um estádio cheio,Quatro atletas estão com uma pessoa em um estádio lotado,Quatro atletas estão sem um homem em um estádio vazio.
"Um pássaro, que é preto, está sentado em uma árvore morta",Um pássaro preto está sentado em uma árvore morta,"Um pássaro, que é branco, está sentado em uma árvore viva."
Uma batata está sendo fatiada por uma pessoa,Uma pessoa está fatiando uma batata,Uma batata está fatiando uma pessoa.
Um cachorro perto na neve está pulando do chão e pegando um graveto,Um cachorro preto na neve está saltando do chão e pegando um graveto,Um gato longe da neve está caindo no chão e soltando um graveto.
Um homem em uma motocicleta está andando em uma pista e acenando alegremente,Um homem em uma moto está pilotando na pista e acenando,"Um homem desmontado da motocicleta observa a pista, furioso e impassível."
Uma mulher está pintando o rosto de um homem,A maquiagem está sendo colocada no homem pela mulher,Um homem está pintando o rosto da mulher.
Um pai está empurrando sua filha em um carrinho de kart e outra menina está observando,Uma filha está sendo empurrada por seu pai em um kart e outra menina está assistindo,Uma menina está empurrando seu pai em um kart enquanto outra filha observa.
Um homem com um capacete pintado de vermelho está pilotando uma motocicleta azul estrada abaixo,Um motociclista de capacete vermelho está andando em uma motocicleta azul pela estrada,Uma motocicleta vermelha com um capacete azul está pilotando um homem pela estrada.
Um homem vestido de preto elegantemente está usando uma máscara preta elaborada,Um homem vestido de preto está usando uma máscara preta elaborada,Um homem despido de cor está usando uma máscara branca simplificada.
Uma senhora está cortando carne em pedaços,Uma mulher está cortando carne em pedaços,Uma criança está comendo carne em pedaços.
Alguém está fatiando um tomate,Alguém está cortando um tomate,Alguém está amassando um tomate.
A mulher está dançando e um homem está tocando o teclado,Uma mulher está dançando e um homem está tocando o teclado,Nenhuma mulher está dançando e nenhum homem está tocando o teclado.
O menino pequeno está correndo no chão e brincando com uma menina pequena,Um menino pequeno está correndo no chão e brincando com a menina pequena,"O menino pequeno está parado no chão, ignorando a menina pequena."
Dois cachorros estão lutando e se abraçando,Dois cachorros estão lutando,Dois cachorros estão brincando.
Um carro branco está sendo dirigido por um homem,Uma pessoa está dirigindo o carro branco,O carro branco está dirigindo uma pessoa.
